robot_1_x,robot_1_y,robot_2_x,robot_2_y
0.0,0.0,0.0,1.0
0.05,0.0,0.03,1.0
0.0999185699971176,0.002852432197769333,0.05999920710616431,0.9997818876402844
0.149452457778608,0.00966374347025688,0.08999516236822859,1.0002745009939793
0.19826419478932877,0.020499532781434453,0.1199553898396024,1.0018187710038993
0.2460856842362506,0.03509765413583977,0.14983228254227002,1.0045337815809112
0.29273948354797735,0.0530816194878172,0.17957791180642477,1.0084321837766141
0.33813045580459894,0.07404968181123206,0.20915159056979832,1.013471779435076
0.382228623870222,0.09761558033549934,0.23852265131451297,1.019582490582748
0.42505149186084856,0.12342646906598223,0.26767060515446994,1.0266815600248465
0.4666488378945223,0.15116923033725463,0.2965840435286005,1.0346823775696574
0.5070907228134294,0.18057082798442126,0.32525906157629286,1.0434995959498792
0.5464585353486268,0.2113957421966872,0.3536976189969608,1.0530520015019573
0.5848385761749937,0.24344215332440025,0.38190604024281727,1.0632640028149376
0.622317632439421,0.2765377775295409,0.409893735260186,1.0740662677447914
0.6589800504574534,0.310535823136179,0.4376721574043716,1.0853958424578785
0.6949059031621364,0.3453112901703027,0.46525398321197503,1.0971959647080511
0.7301699381731372,0.38075769809470184,0.49265248517643234,1.1094157065262578
0.7648410697139898,0.41678425271316205,0.5198810650598528,1.1220095318995187
0.7989822399641608,0.45331342590321433,0.5469529166588438,1.1349368228377705
0.8326505236365177,0.4902789054017641,0.5738807905394252,1.1481614063197372
0.8658973858434532,0.5276238669547373,0.6006768375532802,1.1616511010691106
0.8987690301059306,0.5652995222706192,0.6273525121704219,1.1753772944132383
0.9313067928758245,0.6032639002311508,0.6539185204566049,1.1893145539623196
0.9635475550015564,0.6414808239371738,0.6803848007613671,1.2034402754245939
0.99552415059701,0.6799190514473596,0.7067605278571866,1.2177343658177198
1.027265760860739,0.7185515530213652,0.7330541334307864,1.232178960167855
1.0587982853482403,0.7573549020964789,0.7592733375446953,1.2467581691873177
1.090144686622974,0.7963087610468238,0.78542518703489,1.2614578551785967
1.1213253065389563,0.8353954460131272,0.8115160978576087,1.2762654333884504
1.1523581539563186,0.8745995578022077,0.8375518992053013,1.2911696961405454
1.1832591646901993,0.9139076681056119,0.8635378778285873,1.306160657250165
1.214042435107315,0.9533080521446886,0.8894788214692464,1.321229414432897
1.2447204311314655,0.9927904603785109,0.9153790606618203,1.3363680276377934
1.2753041745831502,1.0323459231678846,0.9412425084246665,1.3515694114504113
1.305803408819103,1.0719665833216538,0.9670726975559734,1.3668272399145447
1.3362267455970176,1.1116455523014244,0.9928728153924758,1.3821358623092146
1.366581794998439,1.151376786561604,1.0186457359909673,1.3974902285880246
1.3968752801190232,1.1911549810813273,1.044394049764879,1.4128858233410764
1.4271131380937039,1.2309754776264865,1.070120090657682,1.428318607275993
1.4573006088734335,1.270834185682857,1.0958259609673915,1.4437849653353552
1.487442313015034,1.3107275143411707,1.1215135539564083,1.4592816606743821
1.5175423195881466,1.3506523137057085,1.1471845743916766,1.47480579381643
1.5476042051423737,1.3906058246518638,1.1728405571642035,1.4903547663862111
1.5776311045094453,1.4305856359870834,1.1984828841362982,1.5059262488929022
1.607625754031565,1.4705896482864167,1.2241127993609142,1.5215181520987011
1.6375905275939069,1.510616043894285,1.2497314228112668,1.5371286015640127
1.6675274655722587,1.5506632628299404,1.2753397627512868,1.552755915009272
1.697438296443564,1.5907299846397938,1.300938726869021,1.5683985821763173
1.7273244502707197,1.6308151166642686,1.3265291322862465,1.584055246909971
1.757187062418115,1.6709177898386873,1.3521117145486077,1.5997246912137593
1.7832358181090668,1.7135963831490706,1.37768713569173,1.6154058210631015
1.805801032373106,1.7582148894577538,1.4032559914701308,1.6310976537853599
1.825252697413351,1.80427607406217,1.4288188178273986,1.6467993068393596
1.8419626740776913,1.8514011913551507,1.4543760966780714,1.6625099878477994
1.856283382427649,1.8993064865985312,1.4799282610638738,1.6782289857548205
1.8685371437579914,1.9477816898808178,1.5054756997393992,1.69395566299829
1.8790120708713718,1.9966721378432712,1.531018761234824,1.709689448602554
1.8879617812433127,2.0458646442264428,1.5565577574356053,1.7254298321130177
1.8956071957508656,2.095276663381783,1.5820929667110755,1.7411763583095456
1.9021393535062854,2.1448481361767113,1.6076246366149383,1.7569286226521788
1.9077226072619935,2.1945354311070995,1.6307491990037482,1.7760402582265098
1.9124978376029076,2.2443068805052353,1.651313376569316,1.7978832113476377
1.9165854925930736,2.294139511147028,1.6693637930371286,1.821845316124525
1.92008836067388,2.3440166593735303,1.6850633568075741,1.847409425681044
1.9230940435983204,2.3939262363118066,1.6986324667464026,1.8741653456889225
1.9256771292592048,2.4438594684169743,1.7103110765363692,1.9017988411857591
1.9279010816857725,2.493809984286226,1.7203361001726258,1.9300742527847525
1.9298198736276526,2.5437731530956977,1.72892914458954,1.9588172447593006
1.9314793899407352,2.5937456055630985,1.7362907715368083,1.9878999964979043
1.932918629816608,2.6437248871563717,1.742598671402269,2.017229340153829
1.9341707341796124,2.693709207044354,1.748008047621239,2.0467376211766477
1.9352638621497404,2.743697256328567,1.7526531516084904,2.0763758230274285
1.9362219378145844,2.7936880763960596,1.7566493315885676,2.106108474196923
1.9370652859331767,2.8436809635296396,1.76009522770005,2.135909913759281
1.9378111727445826,2.893675399748729,1.7630749117296078,2.165761571721344
1.938474265835542,2.9436710026309094,1.7656598696432941,2.1956499974507877
1.9390670250526325,2.99366748887255,1.767910783494121,2.225565434717125
1.9396000347204032,3.0436646477987734,1.7698791023167757,2.2555007937597753
1.94008228593088,3.093662322082384,1.7716084093752777,2.2854509105725263
1.940521416379716,3.143660393689686,1.7731356018640685,2.3154120134077387
1.9409239141165986,3.1936587736191577,1.7744919026963815,2.345381338526137
1.941295290629443,3.243657394394992,1.7757037246463852,2.3753568533267453
1.9416402278722174,3.2936562045638205,1.7767934062104245,2.4053370566964523
1.9419627031558302,3.343655164649921,1.7777798369164073,2.435320834885038
1.9422660952334683,3.3936542441739204,1.77867898789505,2.4653073573162505
1.9425532744113254,3.443653419448317,1.7795043615839659,2.4952960011380982
1.9428266790900166,3.493652671941546,1.7802673725964673,2.525286296471669
1.9430883807800872,3.5436519870591097,1.7809776701125462,2.555277886583543
1.9433401393274579,3.5936513532314307,1.7816434106611687,2.585270498832594
1.9435834498232898,3.6436507612279523,1.7822714888605078,2.615263923408249
1.9438195824506972,3.693650203638666,1.7828677325546183,2.6452579977139723
1.9440496163321015,3.74364967448,1.7834370678149367,2.675252594850146
1.944274468280781,3.7936491688934555,1.7839836584448296,2.705247615081566
1.9444949172240593,3.8436486829137277,1.7845110239175168,2.7352429794843904
1.9447116249499696,3.8936482132891377,1.7850221390755268,2.76523862518998
1.944925153731044,3.9436477573416555,1.7855195184085177,2.7952345018032596
1.9451359812954696,3.9936473128570604,1.7860052872926622,2.825230568688623
1.9453445135450291,4.043646877998178,1.7864812422073737,2.8552267928996664
1.9455510953590758,4.093646451235898,1.7869489016340532,2.8852231475892056
1.9457560197726975,4.143646031293982,1.7874095490782336,2.9152196107795914
1.9459595357738269,4.1936456171046395,1.787864269433746,2.945216164404938
1.9461618549271915,4.243645207772566,1.7883139797191203,2.9752127935598818
1.9463631570016935,4.293644802545672,1.7887594550570989,3.00520948590626
1.9465635947512145,4.343644400791144,1.7892013506334312,3.0352062312013683
1.946763297976259,4.3936440019757725,1.7896402202572077,3.065203020920492
1.9469623769746611,4.443643605649726,1.7900765320487086,3.09519984795304
1.947160925473292,4.493643211433109,1.7905106816993488,3.12519670635656
1.9473590231188604,4.5436428190047975,1.790943003679488,3.155193591156577
1.9475567375941443,4.593642428093132,1.791373780711727,3.185190498182944
1.9477541264160059,4.643642038468143,1.7918032517781415,3.2151874239354794
1.9479512384630646,4.693641649935042,1.792231618888361,3.245184365473224
1.9481481152736897,4.7436412623287545,1.7926590528002764,3.2751813203228575
1.9483447921488624,4.793640875509326,1.7930856978554768,3.3051782864027275
1.9485412990892552,4.843640489358059,1.7935116760664245,3.33517526195967
1.9487376615914598,4.893640103774249,1.7939370905711722,3.3651722455163404
1.9489339013245444,4.943639718672438,1.7943620285535034,3.3951692358272227
1.9491300367049365,4.9936393339800835,1.7947865637112228,3.4251662318418217
1.9493260833849158,5.043638949635599,1.7952107583425263,3.4551632326738178
1.9495220546677081,5.093638565586687,1.79563466510955,3.485160237575189
1.9497179618602123,5.143638181788933,1.7960583285290572,3.5151572459144713
1.949913814572736,5.193637798204612,1.796481786232484,3.5451542571584835
1.950109620973705,5.243637414801675,1.7969050700310367,3.5751512708569484
1.9503053880061136,5.293637031552897,1.797328206816004,3.6051482866295417
1.9505011215714652,5.343636648435143,1.7977512193197827,3.635145304154983
1.950696826686088,5.393636265428757,1.7981741267591707,3.6651423231618394
1.950892507613978,5.443635882517036,1.7985969453791395,3.6951393434207684
1.9510881679796943,5.493635499685783,1.7990196889124892,3.7251363647379763
1.9512838108643045,5.5436351169229345,1.7994423689683956,3.755133386949695
1.9514794388869259,5.593634734218238,1.7998649953608552,3.7851304099175227
1.9516750542740267,5.643634351562977,1.8002875763863244,3.815127433524489
1.9518706589183243,5.693633968949745,1.8007101190584123,3.845124457671732
1.9520662544288447,5.743633586372243,1.8011326293062724,3.8751214822756896
1.952261842173468,5.793633203825121,1.8015551121423095,3.9051185072657324
1.9524574233150913,5.843632821303828,1.8019775718039457,3.935115532582158
1.9526529988423642,5.893632438804496,1.8024000118734622,3.965112558174501
1.952848569595814,5.943632056323837,1.802822435379305,3.995109584000101
1.953044136290051,5.993631673859055,1.803244844881723,4.025106610022896
1.9532396995326438,6.043631291407774,1.8036672425451639,4.055103636212403
1.9534352598401623,6.093630908967972,1.8040896301994709,4.085100662542849
1.953630817651816,6.143630526537932,1.8045120093916194,4.115097688992449
1.9538263733410466,6.193630144116194,1.8049343814294503,4.145094715542787
1.9540219272253823,6.2436297617015155,1.8053567474186423,4.175091742178291
1.9542174795748146,6.293629379292839,1.8057791082939665,4.2050887688858
1.95441303061892,6.343628996889268,1.806201464845708,4.235085795654185
1.9546085805529132,6.393628614490039,1.806623817742003,4.265082822474038
1.9548041295427938,6.443628232094502,1.8070461675477212,4.295079849337405
1.9549996777297214,6.493627849702106,1.807468514740429,4.3250768762375635
1.955195225233735,6.543627467312381,1.8078908597238854,4.355073903168827
1.9553907721569155,6.593627084924927,1.8083132028394504,4.385070930126389
1.9555863185860736,6.643626702539406,1.80873554437573,4.415067957106187
1.955781864595036,6.693626320155527,1.8091578845767307,4.445064984104785
1.9559774102465888,6.7436259377730465,1.8095802236487522,4.475062011119278
1.9561729555941294,6.793625555391755,1.8100025617662154,4.505059038147211
1.9563685006830716,6.843625173011475,1.8104248990765897,4.535056065186507
1.95656404555204,6.893624790632055,1.8108472357045577,4.565053092235411
1.9567595902338863,6.943624408253367,1.8112695717555376,4.595050119292439
1.9569551347565517,6.9936240258753015,1.8116919073186593,4.6250471463563345
1.957150679143802,7.0436236434977655,1.8121142424692822,4.655044173426038
1.957346223415852,7.09362326112068,1.8125365772711226,4.6850412005006525
1.9575417675898967,7.143622878743978,1.8129589117780536,4.715038227579419
1.9577373116805623,7.193622496367602,1.8133812460356251,4.745035254661697
1.9579328557002904,7.243622113991503,1.8138035800823507,4.775032281746943
1.9581283996596646,7.29362173161564,1.8142259139507941,4.8050293088346985
1.9583239435676882,7.343621349239978,1.8146482476684893,4.835026335924577
1.9585194874320204,7.393620966864487,1.815070581258717,4.86502336301625
1.958715031259177,7.443620584489142,1.8154929147411616,4.8950203901094405
1.9589105750547011,7.49362020211392,1.8159152481324676,4.9250174172039145
1.9591061188233088,7.543619819738804,1.8163375814467084,4.955014444299473
1.9593016625690123,7.593619437363777,1.816759914695784,4.985011471395949
1.9594972062952254,7.643619054988826,1.8171822478897564,5.015008498493201
1.9596927500048524,7.69361867261394,1.8176045810371335,5.045005525591109
1.9598882937003648,7.74361829023911,1.8180269141451098,5.075002552689572
1.960083837383865,7.793617907864326,1.818449247219768,5.104999579788504
1.9602793810571424,7.843617525489583,1.8188715802662523,5.1349966068878325
1.9604749247217192,7.893617143114873,1.819293913288912,5.164993633987496
1.9606704683788911,7.943616760740192,1.8197162462914256,5.194990661087444
1.9608660120297605,7.9936163783655365,1.8201385792769025,5.224987688187632
1.9610615556752655,8.043615995990901,1.8205609122479727,5.254984715288022
1.9612570993162046,8.093615613616285,1.82098324520686,5.284981742388584
1.961452642953257,8.143615231241682,1.821405578155445,5.31497876948929
1.9616481865870012,8.193614848867092,1.8218279110953177,5.34497579659012
1.961843730217929,8.243614466492515,1.822250244027823,5.374972823691053
1.9620392738464596,8.293614084117946,1.8226725769540977,5.404969850792074
1.9622348174729491,8.343613701743385,1.8230949098751035,5.434966877893169
1.9624303610977012,8.39361331936883,1.8235172427916535,5.464963904994327
1.962625904720974,8.443612936994283,1.8239395757044354,5.4949609320955375
1.9628214483429876,8.49361255461974,1.8243619086140306,5.524957959196794
1.9630169919639289,8.5436121722452,1.8247842415209308,5.554954986298087
1.9632125355839571,8.593611789870666,1.825206574425552,5.584952013399413
1.963408079203208,8.643611407496133,1.8256289073282455,5.614949040500766
1.9636036228217972,8.693611025121603,1.826051240229309,5.644946067602142
1.9637991664398227,8.743610642747075,1.826473573128994,5.674943094703537
1.9639947100573683,8.79361026037255,1.8268959060275132,5.704940121804949
1.964190253674505,8.843609877998025,1.8273182389250462,5.734937148906375
1.9643857972912937,8.893609495623503,1.8277405718217454,5.764934176007812
1.964581340907786,8.94360911324898,1.8281629047177392,5.794931203109259
1.9647768845240259,8.99360873087446,1.8285852376131366,5.824928230210715
1.9649724281400507,9.04360834849994,1.8290075705080295,5.854925257312178
1.9651679717558923,9.093607966125422,1.829429903402496,5.884922284413647
1.965363515371578,9.143607583750903,1.8298522362966014,5.914919311515121
1.965559058987131,9.193607201376386,1.8302745691904017,5.944916338616599
1.9657546026025707,9.243606819001869,1.8306969020839439,5.974913365718081
1.965950146217914,9.293606436627352,1.8311192349772676,6.004910392819565
1.9661456898331753,9.343606054252835,1.8315415678704068,6.034907419921052
1.9663412334483665,9.393605671878317,1.8319639007633897,6.064904447022542
1.966536777063498,9.4436052895038,1.8323862336562404,6.0949014741240335
1.9667323206785787,9.493604907129285,1.8328085665489795,6.124898501225527
1.9669278642936163,9.54360452475477,1.8332308994416242,6.154895528327021
1.967123407908617,9.593604142380254,1.833653232334189,6.184892555428516
1.9673189515235863,9.643603760005739,1.834075565226686,6.214889582530013
1.9675144951385286,9.693603377631224,1.834497898119126,6.24488660963151
1.9677100387534483,9.743602995256708,1.8349202310115176,6.274883636733008
1.9679055823683484,9.793602612882193,1.8353425639038683,6.304880663834506
1.9681011259832322,9.843602230507678,1.8357648967961844,6.334877690936005
1.9682966695981017,9.893601848133162,1.8361872296884711,6.3648747180375045
1.9684922132129592,9.943601465758647,1.836609562580733,6.394871745139004
1.9686877568278065,9.993601083384132,1.837031895472974,6.4248687722405045
1.968883300442645,10.043600701009616,1.8374542283651973,6.454865799342005
1.969078844057476,10.0936003186351,1.8378765612574057,6.484862826443505
1.9692743876723007,10.143599936260586,1.8382988941496015,6.514859853545006
1.96946993128712,10.19359955388607,1.8387212270417865,6.544856880646507
1.9696654749019347,10.243599171511555,1.8391435599339625,6.574853907748008
1.9698610185167453,10.29359878913704,1.8395658928261307,6.60485093484951
1.9700565621315527,10.343598406762524,1.8399882257182925,6.634847961951011
1.9702521057463571,10.393598024388009,1.8404105586104487,6.664844989052512
1.9704476493611591,10.443597642013493,1.8408328915026002,6.694842016154014
1.9706431929759591,10.493597259638978,1.841255224394748,6.724839043255515
1.9708387365907574,10.543596877264463,1.8416775572868924,6.754836070357016
1.971034280205554,10.593596494889947,1.842099890179034,6.784833097458518
1.9712298238203494,10.643596112515432,1.842522223071173,6.814830124560019
1.9714253674351436,10.693595730140917,1.8429445559633102,6.84482715166152
1.971620911049937,10.743595347766401,1.8433668888554455,6.8748241787630215
1.9718164546647294,10.793594965391886,1.8437892217475795,6.904821205864523
1.9720119982795212,10.84359458301737,1.8442115546397122,6.934818232966024
1.9722075418943126,10.893594200642855,1.844633887531844,6.9648152600675255
1.9724030855091033,10.94359381826834,1.8450562204239749,6.994812287169027
1.9725986291238935,10.993593435893825,1.845478553316105,7.024809314270528
1.9727941727386835,11.04359305351931,1.8459008862082347,7.054806341372029
1.972989716353473,11.093592671144794,1.8463232191003636,7.084803368473531
1.9731852599682624,11.143592288770279,1.846745551992492,7.114800395575032
1.9733808035830516,11.193591906395763,1.8471678848846202,7.144797422676533
1.9735763471978405,11.243591524021248,1.847590217776748,7.174794449778035
1.9737718908126294,11.293591141646733,1.8480125506688756,7.204791476879536
1.973967434427418,11.343590759272217,1.848434883561003,7.234788503981037
1.9741629780422065,11.393590376897702,1.84885721645313,7.264785531082539
1.974358521656995,11.443589994523187,1.849279549345257,7.29478255818404
1.9745540652717835,11.493589612148671,1.8497018822373839,7.324779585285541
1.9747496088865717,11.543589229774156,1.8501242151295105,7.354776612387043
1.97494515250136,11.59358884739964,1.8505465480216372,7.384773639488544
1.9751406961161482,11.643588465025125,1.8509688809137637,7.414770666590045
1.9753362397309362,11.69358808265061,1.8513912138058901,7.444767693691547
1.9755317833457242,11.743587700276095,1.8518135466980166,7.474764720793048
1.9757273269605122,11.79358731790158,1.852235879590143,7.504761747894549
1.9759228705753002,11.843586935527064,1.8526582124822693,7.5347587749960505
1.9761184141900883,11.893586553152549,1.8530805453743955,7.564755802097552
1.9763139578048763,11.943586170778033,1.8535028782665217,7.594752829199053
1.9765095014196643,11.993585788403518,1.853925211158648,7.6247498563005545
1.9767050450344523,12.043585406029003,1.8543475440507742,7.654746883402056
1.9769005886492403,12.093585023654487,1.8547698769429004,7.684743910503557
1.9770961322640284,12.143584641279972,1.8551922098350266,7.714740937605058
1.9772916758788164,12.193584258905457,1.8556145427271529,7.74473796470656
1.9774872194936042,12.243583876530941,1.856036875619279,7.774734991808061
1.977682763108392,12.293583494156426,1.8564592085114053,7.804732018909562
1.9778783067231798,12.34358311178191,1.8568815414035316,7.834729046011064
1.9780738503379676,12.393582729407395,1.8573038742956578,7.864726073112565
1.9782693939527554,12.44358234703288,1.8577262071877838,7.894723100214066
1.9784649375675432,12.493581964658365,1.8581485400799098,7.924720127315568
1.978660481182331,12.54358158228385,1.8585708729720358,7.954717154417069
1.9788560247971188,12.593581199909334,1.8589932058641618,7.98471418151857
1.9790515684119065,12.643580817534819,1.8594155387562878,8.014711208620072
1.9792471120266943,12.693580435160303,1.8598378716484139,8.044708235721574
1.9794426556414821,12.743580052785788,1.8602602045405399,8.074705262823075
1.97963819925627,12.793579670411273,1.8606825374326659,8.104702289924576
1.9798337428710577,12.843579288036757,1.8611048703247919,8.134699317026078
1.9800292864858455,12.893578905662242,1.861527203216918,8.164696344127579
1.9802248301006333,12.943578523287727,1.861949536109044,8.19469337122908
1.9804203737154211,12.993578140913211,1.86237186900117,8.224690398330582
1.980615917330209,13.043577758538696,1.862794201893296,8.254687425432083
1.9808114609449967,13.09357737616418,1.863216534785422,8.284684452533584
1.9810070045597845,13.143576993789665,1.863638867677548,8.314681479635086
1.9812025481745723,13.19357661141515,1.864061200569674,8.344678506736587
1.98139809178936,13.243576229040634,1.8644835334618,8.374675533838088
1.981593635404148,13.29357584666612,1.864905866353926,8.40467256093959
1.9817891790189357,13.343575464291604,1.865328199246052,8.434669588041091
